I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-14, -58, -43, 36, 14, -51, 4, -43, -34, -92, -82, -58, 
-9, -53, -43, 31, 17, -48, 4, -43, -43, -87, -82, -63, 
0, -48, -48, 24, 24, -48, 4, -43, -39, -87, -78, -63, 
4, -48, -53, 21, 29, -51, 4, -34, -34, -87, -78, -63, 
9, -48, -58, 19, 34, -53, 4, -34, -34, -82, -78, -58, 
0, -48, -48, 24, 24, -48, 0, -34, -39, -87, -78, -63, 
0, -48, -48, 24, 24, -48, 0, -34, -39, -87, -78, -58, 
0, -43, -43, 21, 21, -43, 0, -29, -34, -87, -78, -53, 
0, -43, -43, 21, 21, -43, 4, -34, -39, -87, -78, -58, 
-4, -48, -43, 26, 19, -46, 4, -34, -34, -87, -73, -58, 
0, -63, -63, 31, 31, -63, 4, -24, -29, -82, -73, -58, 
0, -58, -58, 29, 29, -58, 0, -29, -34, -82, -73, -58, 
-4, -53, -48, 29, 21, -51, 0, -34, -39, -82, -73, -53, 
0, -53, -53, 26, 26, -53, 0, -34, -43, -82, -78, -53, 
9, -53, -63, 21, 36, -58, 4, -34, -43, -82, -82, -58, 
4, -48, -53, 21, 29, -51, 14, -29, -34, -82, -78, -58, 
-4, -53, -48, 29, 21, -51, 4, -24, -24, -78, -73, -48, 
-4, -53, -48, 29, 21, -51, -4, -29, -29, -78, -78, -48, 
4, -53, -58, 24, 31, -56, -4, -34, -34, -78, -73, -53, 
4, -53, -58, 24, 31, -56, -4, -34, -34, -82, -73, -53, 
-4, -58, -53, 31, 24, -56, 4, -29, -43, -87, -78, -58, 
0, -58, -58, 29, 29, -58, 14, -29, -43, -92, -73, -58, 
0, -63, -63, 31, 31, -63, 4, -34, -39, -87, -68, -63, 
4, -58, -63, 26, 34, -61, 0, -34, -39, -87, -68, -58, 
4, -58, -63, 26, 34, -61, 4, -29, -39, -87, -63, -53, 
4, -53, -58, 24, 31, -56, 4, -29, -34, -87, -63, -58, 
4, -58, -63, 26, 34, -61, 0, -29, -34, -87, -68, -63, 
0, -63, -63, 31, 31, -63, -4, -29, -34, -82, -73, -63, 
0, -68, -68, 34, 34, -68, -4, -29, -34, -78, -73, -53, 
4, -68, -73, 31, 39, -70, -4, -29, -34, -82, -68, -53, 
0, -68, -68, 34, 34, -68, -9, -34, -43, -82, -68, -58, 
4, -63, -68, 29, 36, -65, -9, -34, -53, -82, -68, -63, 
0, -68, -68, 34, 34, -68, -4, -34, -48, -87, -68, -58, 
-4, -73, -68, 39, 31, -70, 0, -39, -39, -87, -68, -58, 
0, -73, -73, 36, 36, -73, -4, -39, -39, -87, -73, -63, 
4, -68, -73, 31, 39, -70, -14, -34, -43, -92, -73, -63, 
4, -68, -73, 31, 39, -70, -19, -39, -53, -87, -78, -63, 
0, -68, -68, 34, 34, -68, -19, -43, -53, -92, -78, -58, 
0, -68, -68, 34, 34, -68, -9, -48, -58, -92, -78, -63, 
4, -73, -78, 34, 41, -75, 0, -43, -58, -97, -82, -68, 
9, -73, -82, 31, 46, -78, 4, -39, -53, -92, -78, -68, 
4, -68, -73, 31, 39, -70, 0, -43, -53, -92, -78, -73, 
0, -68, -68, 34, 34, -68, -4, -48, -58, -92, -82, -68, 
4, -63, -68, 29, 36, -65, -4, -43, -63, -97, -87, -63, 
4, -58, -63, 26, 34, -61, -4, -39, -58, -97, -87, -63, 
0, -68, -68, 34, 34, -68, -4, -43, -58, -102, -82, -68, 
0, -68, -68, 34, 34, -68, -4, -53, -68, -107, -87, -68, 
0, -68, -68, 34, 34, -68, -4, -53, -73, -107, -82, -68, 
0, -68, -68, 34, 34, -68, -9, -48, -68, -102, -82, -63, 
4, -68, -73, 31, 39, -70, -9, -43, -63, -102, -82, -68, 
4, -78, -82, 36, 43, -80, -9, -43, -63, -107, -82, -63, 
4, -87, -92, 41, 48, -90, -4, -43, -63, -107, -87, -63, 
0, -92, -92, 46, 46, -92, -9, -43, -63, -107, -87, -63, 
-9, -87, -78, 48, 34, -82, -14, -48, -68, -107, -82, -63, 
-4, -87, -82, 46, 39, -85, -9, -48, -68, -107, -78, -63, 
0, -87, -87, 43, 43, -87, -9, -53, -73, -107, -82, -63, 
0, -87, -87, 43, 43, -87, -9, -53, -78, -112, -87, -68, 
-4, -92, -87, 48, 41, -90, -4, -48, -68, -107, -82, -73, 
-9, -97, -87, 53, 39, -92, -4, -48, -58, -112, -82, -73, 
0, -102, -102, 51, 51, -102, -4, -53, -63, -112, -82, -73, 
0, -97, -97, 48, 48, -97, -4, -53, -73, -107, -82, -68, 
-9, -97, -87, 53, 39, -92, -4, -48, -73, -107, -87, -68, 
-9, -102, -92, 56, 41, -97, -4, -48, -68, -117, -92, -68, 
0, -102, -102, 51, 51, -102, -4, -48, -73, -117, -92, -68, 
0, -102, -102, 51, 51, -102, -9, -48, -73, -107, -92, -68, 
0, -102, -102, 51, 51, -102, -19, -43, -68, -107, -92, -68, 
-9, -102, -92, 56, 41, -97, -19, -43, -73, -112, -92, -73, 
-4, -102, -97, 53, 46, -100, -14, -48, -73, -117, -97, -73, 
0, -97, -97, 48, 48, -97, -14, -53, -73, -122, -97, -78, 
-4, -92, -87, 48, 41, -90, -14, -48, -73, -122, -97, -78, 
-9, -97, -87, 53, 39, -92, -19, -48, -73, -117, -97, -78, 
-9, -97, -87, 53, 39, -92, -19, -53, -78, -117, -97, -78, 
-4, -102, -97, 53, 46, -100, -4, -48, -82, -122, -97, -78, 
0, -97, -97, 48, 48, -97, 4, -48, -82, -126, -97, -78, 
4, -97, -102, 46, 53, -100, -4, -48, -82, -131, -107, -82, 
0, -107, -107, 53, 53, -107, -4, -48, -73, -122, -107, -82, 
-4, -112, -107, 58, 51, -109, 0, -48, -78, -117, -97, -78, 
-4, -107, -102, 56, 48, -104, 0, -53, -78, -122, -92, -78, 
-9, -107, -97, 58, 43, -102, -4, -48, -82, -122, -97, -78, 
0, -107, -107, 53, 53, -107, -9, -48, -82, -117, -102, -78, 
4, -102, -107, 48, 56, -104, -9, -53, -92, -122, -97, -78, 
0, -112, -112, 56, 56, -112, -4, -58, -87, -117, -97, -73, 
-4, -112, -107, 58, 51, -109, -4, -58, -78, -117, -97, -73, 
-4, -112, -107, 58, 51, -109, -9, -58, -82, -122, -92, -78, 
0, -112, -112, 56, 56, -112, -9, -58, -82, -122, -92, -82, 
0, -107, -107, 53, 53, -107, -4, -58, -78, -117, -97, -82, 
-9, -112, -102, 61, 46, -107, -4, -58, -78, -122, -97, -78, 
-4, -117, -112, 61, 53, -114, -4, -53, -73, -122, -97, -78, 
0, -112, -112, 56, 56, -112, -9, -53, -78, -122, -97, -82, 
0, -107, -107, 53, 53, -107, -14, -58, -87, -122, -102, -82, 
0, -107, -107, 53, 53, -107, -19, -58, -82, -131, -102, -78, 
0, -107, -107, 53, 53, -107, -14, -58, -82, -131, -107, -78, 
4, -107, -112, 51, 58, -109, -14, -53, -82, -131, -107, -82, 
4, -112, -117, 53, 61, -114, -14, -53, -82, -126, -102, -82, 
0, -112, -112, 56, 56, -112, -14, -53, -78, -122, -102, -78, 
0, -117, -117, 58, 58, -117, -14, -53, -82, -122, -102, -78, 
0, -112, -112, 56, 56, -112, -19, -53, -87, -126, -102, -87, 
0, -112, -112, 56, 56, -112, -24, -53, -87, -131, -107, -87, 
-9, -122, -112, 65, 51, -117, -24, -53, -87, -131, -102, -82, 
-9, -122, -112, 65, 51, -117, -19, -53, -82, -126, -102, -82, 
-9, -122, -112, 65, 51, -117, -24, -53, -82, -126, -102, -87, 
-9, -112, -102, 61, 46, -107, -24, -53, -82, -126, -107, -82, 
-9, -112, -102, 61, 46, -107, -19, -43, -87, -122, -102, -82, 
-9, -112, -102, 61, 46, -107, -19, -43, -87, -126, -107, -82, 
0, -107, -107, 53, 53, -107, -24, -48, -82, -126, -107, -82, 
4, -112, -117, 53, 61, -114, -29, -48, -82, -122, -102, -82, 
4, -112, -117, 53, 61, -114, -24, -48, -87, -122, -97, -82, 
0, -112, -112, 56, 56, -112, -19, -58, -92, -131, -102, -82, 
-9, -117, -107, 63, 48, -112, -14, -58, -97, -126, -102, -78, 
-9, -117, -107, 63, 48, -112, -14, -53, -87, -126, -102, -82, 
0, -112, -112, 56, 56, -112, -14, -53, -78, -131, -97, -82, 
-9, -117, -107, 63, 48, -112, -19, -58, -82, -131, -97, -82, 
-14, -126, -112, 70, 48, -119, -19, -48, -82, -126, -102, -78, 
-4, -117, -112, 61, 53, -114, -14, -48, -92, -126, -107, -78, 
0, -112, -112, 56, 56, -112, -4, -53, -102, -131, -107, -78, 
0, -117, -117, 58, 58, -117, 0, -58, -92, -131, -107, -78, 
-4, -122, -117, 63, 56, -119, -4, -53, -82, -126, -107, -78, 
-4, -117, -112, 61, 53, -114, -14, -58, -87, -126, -112, -82, 
-4, -112, -107, 58, 51, -109, -14, -53, -92, -126, -112, -82, 
-9, -112, -102, 61, 46, -107, -14, -53, -92, -126, -107, -78, 
0, -117, -117, 58, 58, -117, -19, -58, -92, -131, -102, -78, 
0, -117, -117, 58, 58, -117, -19, -58, -92, -131, -107, -78, 
0, -117, -117, 58, 58, -117, -14, -53, -92, -131, -107, -82, 
-4, -117, -112, 61, 53, -114, -14, -48, -87, -126, -107, -82, 
-4, -117, -112, 61, 53, -114, -9, -48, -87, -122, -102, -82, 
0, -117, -117, 58, 58, -117, -4, -39, -82, -122, -97, -73, 
4, -107, -112, 51, 58, -109, 0, -39, -68, -117, -97, -73, 
0, -92, -92, 46, 46, -92, 0, -43, -63, -117, -97, -78, 
0, -87, -87, 43, 43, -87, 9, -43, -63, -117, -92, -78, 
4, -87, -92, 41, 48, -90, 14, -34, -58, -112, -82, -68, 
9, -82, -92, 36, 51, -87, 14, -29, -53, -107, -78, -58, 
4, -82, -87, 39, 46, -85, 9, -34, -58, -107, -78, -68, 
4, -78, -82, 36, 43, -80, 4, -34, -58, -112, -78, -68, 
4, -78, -82, 36, 43, -80, 19, -24, -48, -107, -78, -63, 
4, -78, -82, 36, 43, -80, 29, -24, -43, -102, -78, -63, 
9, -73, -82, 31, 46, -78, 24, -29, -43, -107, -78, -63, 
9, -68, -78, 29, 43, -73, 14, -29, -43, -102, -78, -63, 
9, -68, -78, 29, 43, -73, 14, -29, -43, -97, -73, -63, 
14, -63, -78, 24, 46, -70, 14, -29, -39, -97, -78, -68, 
14, -58, -73, 21, 43, -65, 9, -24, -43, -102, -82, -68, 
14, -58, -73, 21, 43, -65, 19, -24, -39, -97, -87, -63, 
14, -53, -68, 19, 41, -61, 24, -19, -34, -92, -82, -68, 
14, -43, -58, 14, 36, -51, 19, -19, -29, -92, -78, -73, 
9, -43, -53, 17, 31, -48, 14, -19, -24, -92, -78, -68, 
9, -43, -53, 17, 31, -48, 14, -29, -29, -92, -82, -63, 
4, -43, -48, 19, 26, -46, 14, -34, -39, -92, -78, -68, 
9, -34, -43, 12, 26, -39, 19, -39, -39, -87, -73, -63, 
14, -19, -34, 2, 24, -26, 9, -43, -34, -87, -63, -53, 
19, -14, -34, -2, 26, -24, -4, -53, -34, -87, -63, -53, 
19, -19, -39, 0, 29, -29, -19, -63, -43, -87, -63, -58, 
14, -29, -43, 7, 29, -36, -29, -73, -48, -92, -68, -53, 
14, -29, -43, 7, 29, -36, -34, -73, -58, -97, -73, -58, 
19, -24, -43, 2, 31, -34, -29, -63, -53, -92, -73, -58, 
9, -24, -34, 7, 21, -29, -29, -53, -48, -87, -68, -53, 
4, -29, -34, 12, 19, -31, -24, -58, -48, -92, -68, -53, 
9, -24, -34, 7, 21, -29, -29, -63, -53, -92, -68, -58, 
19, -9, -29, -4, 24, -19, -29, -63, -58, -92, -68, -58, 
19, -4, -24, -7, 21, -14, -24, -58, -53, -87, -63, -48, 
19, -4, -24, -7, 21, -14, -24, -58, -48, -92, -63, -48, 
29, -4, -34, -12, 31, -19, -29, -68, -53, -92, -63, -53, 
34, -4, -39, -14, 36, -21, -34, -68, -53, -87, -63, -48, 
34, -4, -39, -14, 36, -21, -39, -63, -58, -87, -58, -43, 
43, -9, -53, -17, 48, -31, -48, -68, -68, -92, -58, -48, 
39, -24, -63, -7, 51, -43, -43, -73, -78, -102, -63, -48, 
39, -48, -87, 4, 63, -68, -43, -73, -82, -107, -68, -48, 
43, -73, -117, 14, 80, -95, -39, -78, -87, -112, -68, -48, 
39, -82, -122, 21, 80, -102, -34, -78, -87, -112, -73, -48, 
24, -92, -117, 34, 70, -104, -43, -78, -82, -112, -73, -48, 
24, -92, -117, 34, 70, -104, -48, -73, -87, -117, -78, -53, 
29, -97, -126, 34, 78, -112, -43, -68, -92, -122, -82, -63, 
9, -112, -122, 51, 65, -117, -34, -63, -87, -117, -82, -68, 
0, -126, -126, 63, 63, -126, -19, -58, -87, -112, -82, -73, 
-9, -136, -126, 73, 58, -131, -9, -58, -97, -122, -97, -73, 
-4, -146, -141, 75, 68, -143, -14, -68, -107, -136, -102, -82, 
4, -151, -156, 73, 80, -153, -24, -78, -112, -141, -107, -87, 
0, -156, -156, 78, 78, -156, -24, -82, -112, -146, -112, -87, 
-9, -156, -146, 82, 68, -151, -14, -73, -107, -136, -112, -82, 
-9, -161, -151, 85, 70, -156, -14, -78, -107, -131, -107, -78, 
-9, -156, -146, 82, 68, -151, -19, -82, -112, -141, -107, -82, 
-14, -156, -141, 85, 63, -148, -24, -82, -122, -151, -112, -87, 
-14, -165, -151, 90, 68, -158, -19, -78, -126, -156, -122, -87, 
-14, -175, -161, 95, 73, -168, -19, -78, -126, -156, -126, -92, 
-9, -175, -165, 92, 78, -170, -19, -82, -122, -161, -131, -97, 
-14, -180, -165, 97, 75, -173, -29, -78, -122, -165, -131, -102, 
-14, -180, -165, 97, 75, -173, -29, -78, -122, -170, -126, -97, 
-9, -185, -175, 97, 82, -180, -29, -82, -122, -170, -122, -102, 
-9, -185, -175, 97, 82, -180, -34, -87, -126, -165, -126, -107, 
-14, -185, -170, 100, 78, -178, -34, -87, -126, -165, -126, -102, 
-9, -180, -170, 95, 80, -175, -29, -78, -126, -161, -122, -97, 
-4, -180, -175, 92, 85, -178, -29, -78, -122, -156, -122, -97, 
-9, -180, -170, 95, 80, -175, -29, -78, -122, -156, -126, -97, 
-14, -180, -165, 97, 75, -173, -24, -73, -117, -156, -126, -97, 
-19, -180, -161, 100, 70, -170, -19, -68, -122, -156, -126, -102, 
-19, -175, -156, 97, 68, -165, -14, -68, -117, -161, -122, -102, 
-9, -175, -165, 92, 78, -170, -24, -68, -112, -151, -122, -102, 
-14, -175, -161, 95, 73, -168, -29, -63, -112, -151, -126, -102, 
-14, -175, -161, 95, 73, -168, -29, -63, -112, -156, -131, -102, 
-9, -170, -161, 90, 75, -165, -14, -68, -112, -156, -126, -102, 
-9, -175, -165, 92, 78, -170, 0, -68, -117, -156, -122, -97, 
-9, -175, -165, 92, 78, -170, 0, -63, -117, -156, -126, -102, 
-9, -175, -165, 92, 78, -170, -9, -58, -112, -156, -126, -102, 
-14, -180, -165, 97, 75, -173, -14, -53, -107, -151, -122, -102, 
-19, -185, -165, 102, 73, -175, -9, -53, -107, -151, -117, -97, 
-19, -180, -161, 100, 70, -170, -4, -53, -112, -151, -122, -92, 
-14, -170, -156, 92, 70, -163, -4, -58, -112, -156, -122, -97, 
-9, -170, -161, 90, 75, -165, -9, -58, -112, -156, -117, -102, 
-14, -180, -165, 97, 75, -173, -9, -53, -112, -151, -117, -102, 
-14, -175, -161, 95, 73, -168, -14, -53, -107, -151, -126, -102, 
-19, -175, -156, 97, 68, -165, -9, -53, -102, -146, -126, -102, 
-19, -175, -156, 97, 68, -165, -4, -53, -102, -151, -126, -102, 
-14, -170, -156, 92, 70, -163, -4, -53, -107, -151, -126, -107, 
-14, -175, -161, 95, 73, -168, -4, -53, -102, -156, -126, -107, 
-14, -180, -165, 97, 75, -173, -4, -58, -102, -156, -122, -102, 
-19, -185, -165, 102, 73, -175, -9, -58, -107, -151, -122, -102, 
-19, -180, -161, 100, 70, -170, -9, -58, -107, -146, -117, -97, 
-14, -175, -161, 95, 73, -168, -4, -53, -102, -146, -122, -92, 
-14, -175, -161, 95, 73, -168, -4, -48, -97, -146, -126, -92, 
-19, -180, -161, 100, 70, -170, -4, -39, -97, -141, -126, -97, 
-14, -195, -180, 104, 82, -187, 0, -29, -87, -136, -126, -102, 
-9, -204, -195, 107, 92, -200, 19, 0, -73, -126, -117, -97, 
-9, -204, -195, 107, 92, -200, 34, 29, -48, -107, -107, -92, 
-9, -195, -185, 102, 87, -190, 43, 53, -4, -78, -97, -87, 
0, -195, -195, 97, 97, -195, 53, 97, 53, -53, -87, -82, 
4, -185, -190, 90, 97, -187, 73, 151, 112, -14, -68, -73, 
9, -165, -175, 78, 92, -170, 92, 185, 151, 43, -34, -48, 
29, -141, -170, 56, 100, -156, 112, 209, 190, 122, 24, -14, 
53, -102, -156, 24, 104, -129, 122, 244, 244, 224, 102, 39, 
73, -73, -146, 0, 109, -109, 122, 258, 307, 336, 190, 102, 
87, -53, -141, -17, 114, -97, 102, 209, 331, 439, 263, 156, 
112, -34, -146, -39, 129, -90, 78, 146, 356, 556, 346, 209, 
131, 4, -126, -68, 129, -61, 63, 107, 419, 717, 463, 283, 
141, 58, -82, -100, 112, -12, 53, 48, 488, 902, 595, 370, 
161, 126, -34, -143, 97, 46, 19, -58, 492, 1044, 722, 458, 
175, 195, 19, -185, 78, 107, -29, -190, 444, 1088, 805, 517, 
175, 253, 78, -214, 48, 165, -68, -356, 351, 1024, 814, 536, 
156, 312, 156, -234, 0, 234, -131, -580, 185, 854, 751, 507, 
122, 361, 239, -241, -58, 300, -234, -834, -29, 566, 614, 419, 
68, 409, 341, -239, -136, 375, -370, -1078, -253, 248, 439, 292, 
4, 468, 463, -236, -229, 466, -507, -1337, -478, -73, 253, 156, 
-63, 517, 580, -226, -322, 549, -614, -1605, -722, -409, 48, 14, 
-117, 536, 653, -209, -385, 595, -717, -1869, -990, -741, -165, -136, 
-180, 502, 683, -161, -431, 592, -819, -2103, -1254, -1049, -380, -283, 
-253, 419, 673, -82, -463, 546, -907, -2283, -1498, -1302, -566, -414, 
-273, 341, 614, -34, -444, 478, -956, -2347, -1649, -1449, -692, -507, 
-268, 268, 536, 0, -402, 402, -980, -2293, -1659, -1488, -780, -570, 
-278, 195, 473, 41, -375, 334, -995, -2215, -1629, -1488, -849, -619, 
-273, 141, 414, 65, -344, 278, -1010, -2132, -1610, -1468, -868, -634, 
-253, 87, 341, 82, -297, 214, -995, -2005, -1571, -1390, -834, -614, 
-244, 34, 278, 104, -261, 156, -941, -1830, -1478, -1278, -780, -575, 
-234, 4, 239, 114, -236, 122, -873, -1659, -1366, -1166, -717, -541, 
-209, 9, 219, 100, -214, 114, -810, -1488, -1254, -1049, -639, -492, 
-170, 29, 200, 70, -185, 114, -732, -1307, -1117, -917, -551, -424, 
-131, 39, 170, 46, -151, 104, -644, -1132, -985, -790, -473, -361, 
-112, 19, 131, 46, -122, 75, -575, -1000, -883, -707, -414, -317, 
-102, -9, 92, 56, -97, 41, -531, -893, -800, -639, -375, -283, 
-82, -19, 63, 51, -73, 21, -483, -785, -722, -570, -336, -248, 
-63, -39, 24, 51, -43, -7, -419, -678, -639, -507, -302, -219, 
-53, -63, -9, 58, -21, -36, -346, -561, -541, -444, -268, -200, 
-48, -78, -29, 63, -9, -53, -263, -439, -429, -385, -234, -180, 
-43, -78, -34, 61, -4, -56, -195, -336, -336, -322, -204, -165, 
-43, -82, -39, 63, -2, -61, -131, -258, -268, -278, -185, -151, 
-43, -87, -43, 65, 0, -65, -82, -200, -219, -244, -165, -131, 
-34, -87, -53, 61, 9, -70, -48, -156, -185, -214, -146, -117, 
-14, -87, -73, 51, 29, -80, -29, -112, -156, -180, -126, -102, 
0, -97, -97, 48, 48, -97, -4, -78, -122, -156, -112, -92, 
4, -107, -112, 51, 58, -109, 19, -43, -87, -136, -102, -87, 
9, -112, -122, 51, 65, -117, 24, -19, -63, -122, -92, -82, 
4, -117, -122, 56, 63, -119, 29, 4, -48, -107, -82, -78, 
0, -122, -122, 61, 61, -122, 34, 19, -39, -97, -78, -73, 
0, -126, -126, 63, 63, -126, 34, 24, -29, -92, -73, -68, 
4, -131, -136, 63, 70, -134, 34, 34, -24, -87, -73, -68, 
9, -136, -146, 63, 78, -141, 43, 48, -14, -82, -68, -68, 
9, -141, -151, 65, 80, -146, 48, 58, -4, -78, -63, -68, 
9, -141, -151, 65, 80, -146, 53, 73, 4, -68, -58, -58, 
14, -136, -151, 61, 82, -143, 63, 82, 9, -63, -53, -53, 
14, -136, -151, 61, 82, -143, 68, 87, 19, -58, -48, -53, 
19, -136, -156, 58, 87, -146, 73, 87, 19, -53, -48, -48, 
14, -136, -151, 61, 82, -143, 78, 92, 24, -43, -48, -48, 
9, -146, -156, 68, 82, -151, 82, 102, 34, -34, -39, -43, 
14, -141, -156, 63, 85, -148, 82, 112, 39, -29, -34, -39, 
19, -131, -151, 56, 85, -141, 78, 117, 39, -29, -29, -39, 
24, -131, -156, 53, 90, -143, 73, 122, 43, -29, -29, -34, 
24, -136, -161, 56, 92, -148, 73, 126, 53, -24, -29, -34, 
19, -136, -156, 58, 87, -146, 73, 131, 58, -14, -24, -29, 
14, -141, -156, 63, 85, -148, 82, 131, 58, -9, -14, -34, 
19, -141, -161, 61, 90, -151, 97, 126, 58, -14, -14, -34, 
24, -141, -165, 58, 95, -153, 107, 126, 63, -14, -19, -34, 
24, -136, -161, 56, 92, -148, 107, 136, 63, -9, -19, -29, 
29, -131, -161, 51, 95, -146, 102, 146, 63, -4, -14, -29, 
34, -122, -156, 43, 95, -139, 107, 151, 73, 0, -4, -29, 
29, -122, -151, 46, 90, -136, 112, 151, 87, 9, -4, -24, 
29, -126, -156, 48, 92, -141, 107, 161, 92, 9, -4, -19, 
29, -126, -156, 48, 92, -141, 102, 161, 92, 9, -4, -14, 
24, -126, -151, 51, 87, -139, 107, 165, 97, 9, 0, -19, 
24, -126, -151, 51, 87, -139, 107, 165, 102, 14, -4, -24, 
29, -126, -156, 48, 92, -141, 117, 165, 107, 14, -4, -19, 
29, -122, -151, 46, 90, -136, 112, 170, 107, 19, -4, -9, 
24, -126, -151, 51, 87, -139, 112, 180, 107, 29, 4, -4, 
29, -126, -156, 48, 92, -141, 107, 180, 112, 34, 9, -4, 
43, -117, -161, 36, 102, -139, 107, 185, 122, 34, 4, -9, 
39, -117, -156, 39, 97, -136, 112, 185, 126, 39, 9, -4, 
34, -122, -156, 43, 95, -139, 117, 190, 131, 43, 19, 0, 
39, -122, -161, 41, 100, -141, 117, 195, 136, 43, 19, 0, 
39, -122, -161, 41, 100, -141, 117, 195, 141, 48, 14, 0, 
43, -122, -165, 39, 104, -143, 122, 200, 141, 53, 19, 4, 
43, -107, -151, 31, 97, -129, 126, 209, 141, 58, 29, 4, 
43, -97, -141, 26, 92, -119, 126, 219, 151, 63, 29, 0, 
39, -102, -141, 31, 90, -122, 126, 224, 161, 73, 29, 0, 
39, -107, -146, 34, 92, -126, 126, 229, 165, 78, 34, 14, 
39, -97, -136, 29, 87, -117, 126, 234, 170, 82, 34, 19, 
48, -87, -136, 19, 92, -112, 126, 234, 175, 82, 39, 14, 
53, -87, -141, 17, 97, -114, 126, 244, 180, 82, 43, 14, 
53, -87, -141, 17, 97, -114, 131, 248, 190, 92, 48, 19, 
53, -82, -136, 14, 95, -109, 131, 253, 195, 102, 58, 29, 
58, -78, -136, 9, 97, -107, 131, 253, 200, 107, 68, 34, 
53, -73, -126, 9, 90, -100, 126, 268, 200, 112, 73, 39, 
58, -68, -126, 4, 92, -97, 136, 273, 204, 117, 73, 34, 
63, -68, -131, 2, 97, -100, 156, 273, 209, 122, 73, 34, 
68, -63, -131, -2, 100, -97, 165, 283, 214, 117, 73, 39, 
68, -58, -126, -4, 97, -92, 161, 292, 224, 131, 78, 43, 
68, -58, -126, -4, 97, -92, 156, 302, 234, 141, 87, 53, 
68, -48, -117, -9, 92, -82, 151, 307, 234, 146, 87, 53, 
68, -39, -107, -14, 87, -73, 156, 317, 244, 151, 92, 58, 
73, -39, -112, -17, 92, -75, 156, 322, 253, 156, 97, 58, 
73, -43, -117, -14, 95, -80, 161, 336, 268, 161, 102, 63, 
73, -39, -112, -17, 92, -75, 165, 346, 273, 170, 107, 68, 
78, -24, -102, -26, 90, -63, 161, 351, 283, 175, 112, 68, 
82, -24, -107, -29, 95, -65, 165, 361, 287, 185, 117, 73, 
82, -19, -102, -31, 92, -61, 165, 366, 292, 195, 126, 78, 
82, -19, -102, -31, 92, -61, 165, 370, 297, 200, 136, 78, 
82, -9, -92, -36, 87, -51, 165, 385, 307, 209, 146, 82, 
87, 0, -87, -43, 87, -43, 180, 405, 322, 224, 161, 92, 
92, 4, -87, -48, 90, -41, 185, 409, 331, 239, 165, 102, 
87, 4, -82, -46, 85, -39, 195, 414, 341, 239, 170, 112, 
87, 9, -78, -48, 82, -34, 200, 429, 346, 248, 175, 117, 
97, 19, -78, -58, 87, -29, 200, 439, 356, 258, 180, 117, 
97, 24, -73, -61, 85, -24, 190, 453, 370, 268, 185, 122, 
92, 34, -58, -63, 75, -12, 195, 468, 380, 283, 200, 136, 
102, 48, -53, -75, 78, -2, 200, 478, 390, 297, 204, 141, 
107, 53, -53, -80, 80, 0, 204, 483, 395, 307, 214, 146, 
112, 63, -48, -87, 80, 7, 214, 488, 405, 317, 224, 156, 
117, 73, -43, -95, 80, 14, 214, 502, 414, 326, 234, 161, 
117, 78, -39, -97, 78, 19, 214, 517, 424, 341, 248, 165, 
112, 82, -29, -97, 70, 26, 219, 527, 439, 356, 258, 175, 
122, 92, -29, -107, 75, 31, 229, 527, 448, 361, 263, 185, 
126, 102, -24, -114, 75, 39, 224, 527, 453, 366, 268, 185, 
131, 112, -19, -122, 75, 46, 224, 546, 453, 375, 278, 190, 
131, 117, -14, -124, 73, 51, 234, 551, 463, 390, 283, 200, 
136, 122, -14, -129, 75, 53, 239, 556, 473, 400, 292, 200, 
136, 126, -9, -131, 73, 58, 234, 566, 492, 409, 307, 214, 
136, 136, 0, -136, 68, 68, 234, 570, 502, 419, 307, 219, 
141, 141, 0, -141, 70, 70, 239, 575, 502, 424, 317, 224, 
151, 156, 4, -153, 73, 80, 234, 580, 507, 429, 326, 229, 
146, 161, 14, -153, 65, 87, 234, 585, 517, 439, 331, 234, 
146, 165, 19, -156, 63, 92, 244, 590, 522, 448, 336, 239, 
151, 175, 24, -163, 63, 100, 239, 595, 522, 453, 346, 244, 
151, 185, 34, -168, 58, 109, 229, 595, 522, 458, 351, 248, 
156, 190, 34, -173, 61, 112, 219, 590, 522, 463, 351, 244, 
156, 200, 43, -178, 56, 122, 219, 585, 527, 468, 361, 248, 
156, 204, 48, -180, 53, 126, 219, 585, 531, 473, 366, 258, 
156, 209, 53, -183, 51, 131, 214, 580, 531, 478, 370, 263, 
156, 214, 58, -185, 48, 136, 214, 580, 527, 478, 370, 268, 
151, 214, 63, -183, 43, 139, 224, 570, 517, 478, 370, 268, 
156, 224, 68, -190, 43, 146, 224, 561, 517, 473, 375, 263, 
161, 234, 73, -197, 43, 153, 204, 556, 517, 468, 370, 258, 
165, 239, 73, -202, 46, 156, 200, 556, 512, 463, 375, 263, 
161, 239, 78, -200, 41, 158, 209, 551, 517, 468, 375, 268, 
151, 239, 87, -195, 31, 163, 214, 541, 512, 473, 375, 263, 
156, 244, 87, -200, 34, 165, 209, 531, 507, 473, 370, 253, 
156, 253, 97, -204, 29, 175, 204, 522, 507, 463, 366, 263, 
151, 248, 97, -200, 26, 173, 195, 507, 502, 458, 366, 263, 
151, 248, 97, -200, 26, 173, 185, 488, 488, 453, 366, 253, 
151, 248, 97, -200, 26, 173, 180, 473, 478, 448, 366, 248, 
